1.594233e+02 2.654714e-01 3.154258e-01 1.350977e+00 3.861011e+00 7.002469e-04 1.775744e-02
1.594263e+02 2.652093e-01 3.151746e-01 1.350617e+00 3.861011e+00 3.452201e-04 1.781306e-02
1.594292e+02 2.649477e-01 3.149237e-01 1.349787e+00 3.861011e+00 1.784956e-04 1.786822e-02
1.594322e+02 2.646865e-01 3.146732e-01 1.348736e+00 3.861011e+00 1.001739e-04 1.792293e-02
1.594352e+02 2.644257e-01 3.144231e-01 1.347581e+00 3.861011e+00 6.334516e-05 1.797719e-02
1.594381e+02 2.641654e-01 3.141734e-01 1.346377e+00 3.861011e+00 4.601863e-05 1.803101e-02
1.594411e+02 2.639055e-01 3.139239e-01 1.345150e+00 3.861011e+00 3.787764e-05 1.808438e-02
1.594441e+02 2.636461e-01 3.136749e-01 1.343912e+00 3.861011e+00 3.407376e-05 1.813732e-02
1.594471e+02 2.633871e-01 3.134262e-01 1.342669e+00 3.861011e+00 3.232323e-05 1.818981e-02
1.594500e+02 2.631286e-01 3.131779e-01 1.341424e+00 3.861011e+00 3.154753e-05 1.824188e-02
1.594530e+02 2.628705e-01 3.129299e-01 1.340179e+00 3.861011e+00 3.123603e-05 1.829351e-02
1.594560e+02 2.626128e-01 3.126822e-01 1.338933e+00 3.861011e+00 3.114632e-05 1.834471e-02
1.594590e+02 2.623556e-01 3.124350e-01 1.337687e+00 3.861011e+00 3.116298e-05 1.839548e-02
1.594619e+02 2.620988e-01 3.121880e-01 1.336442e+00 3.861011e+00 3.123095e-05 1.844583e-02
1.594649e+02 2.618425e-01 3.119415e-01 1.335197e+00 3.861011e+00 3.132385e-05 1.849576e-02
1.594679e+02 2.615866e-01 3.116953e-01 1.333953e+00 3.861011e+00 3.142903e-05 1.854527e-02
1.594708e+02 2.613311e-01 3.114494e-01 1.332708e+00 3.861011e+00 3.154042e-05 1.859437e-02
1.594738e+02 2.610761e-01 3.112039e-01 1.331465e+00 3.861011e+00 3.165507e-05 1.864305e-02
1.594768e+02 2.608215e-01 3.109587e-01 1.330221e+00 3.861011e+00 3.177157e-05 1.869132e-02
1.594798e+02 2.605674e-01 3.107139e-01 1.328979e+00 3.861011e+00 3.188923e-05 1.873919e-02
1.594827e+02 2.603137e-01 3.104694e-01 1.327736e+00 3.861011e+00 3.200772e-05 1.878665e-02
1.594857e+02 2.600604e-01 3.102253e-01 1.326494e+00 3.861011e+00 3.212687e-05 1.883370e-02
